text,intent
tắt quạt đi ngay,close_fan
tắt quạt đi liền,close_fan
tắt quạt đi luôn,close_fan
tắt quạt đi nhé,close_fan
tắt quạt đi nha,close_fan
tắt quạt đi đi,close_fan
tắt quạt đi nào,close_fan
tắt quạt đi giúp tôi,close_fan
tắt quạt giùm tôi,close_fan
làm ơn tắt quạt,close_fan
phiền tắt quạt,close_fan
bạn ơi tắt quạt đi,close_fan
anh ơi tắt quạt đi,close_fan
chị ơi tắt quạt đi,close_fan
em ơi tắt quạt đi,close_fan
tắt quạt vì lạnh,close_fan
tắt quạt vì ồn,close_fan
ngưng quạt ngay lập tức,close_fan
dừng quạt ngay lập tức,close_fan
ngắt quạt ngay lập tức,close_fan
tạm tắt quạt,close_fan
tắt quạt tạm thời,close_fan
tắt quạt một lát,close_fan
tắt quạt một chút,close_fan
tắt quạt tí thôi,close_fan
tắt quạt đi tạm,close_fan
tắt quạt rồi nhé,close_fan
ngừng quay quạt,close_fan
dừng quay quạt,close_fan
dừng cánh quạt lại,close_fan
cho cánh quạt dừng,close_fan
ngưng điện quạt,close_fan
cắt điện quạt,close_fan
cắt nguồn quạt,close_fan
cắt nguồn cái quạt,close_fan
tắt quạt cho bớt nóng,close_fan
tắt quạt cho mát bớt,close_fan
tắt quạt cho đỡ ồn,close_fan
tắt quạt ngay lập tức đi,close_fan
tắt quạt liền đi,close_fan
tắt quạt đây đi,close_fan
tắt cái quạt hộ tôi,close_fan
tắt cái quạt giùm,close_fan
tắt quạt giùm cái,close_fan
tắt quạt hộ cái đi,close_fan
tắt quạt giùm chút,close_fan
tắt quạt giùm tôi cái,close_fan
làm ơn tắt quạt giùm tôi,close_fan
phiền tắt cái quạt giùm cái,close_fan
tắt quạt giùm em,close_fan
tắt quạt giùm anh,close_fan
ngừng quạt ngay,close_fan
ngưng quạt ngay,close_fan
dừng quạt ngay,close_fan
ngắt quạt liền,close_fan
tắt quạt luôn đi,close_fan
tắt quạt đi lẹ lên,close_fan
tắt quạt đi cho tôi,close_fan
tắt quạt đi cho em,close_fan
tắt quạt đi cho anh,close_fan
tắt quạt đi cho chị,close_fan
tắt quạt cho nóng bớt,close_fan
tắt quạt cho đỡ tốn điện,close_fan
ngừng chạy quạt đi,close_fan
ngừng chạy cái quạt đi,close_fan
dừng chạy quạt đi,close_fan
tắt quạt đi nhanh lên,close_fan
tắt quạt lẹ đi,close_fan
tắt quạt mau đi,close_fan
ngắt điện cái quạt đi,close_fan
ngắt nguồn cái quạt đi,close_fan
ngừng quay cái quạt,close_fan
dừng quay cái quạt,close_fan
tắt quạt đi lạnh quá,close_fan
tắt quạt đi rét quá,close_fan
tắt quạt đi gió mạnh quá,close_fan
tắt quạt đi ồn quá,close_fan
tắt quạt đi phiền quá,close_fan
tắt quạt giùm em cái,close_fan
tắt quạt giùm anh cái,close_fan
tắt quạt giùm tôi với,close_fan
tắt quạt hộ tôi với,close_fan
tắt quạt hộ giùm tôi,close_fan
làm ơn tắt cái quạt đi,close_fan
phiền tắt cái quạt đi,close_fan
tắt quạt cho tôi với,close_fan
tắt quạt cho em với,close_fan
tắt quạt cho anh với,close_fan
tắt quạt cho chị với,close_fan
tắt quạt ngay bây giờ đi,close_fan
tắt luôn cái quạt đi,close_fan
tắt quạt đi lẹ lẹ,close_fan
tắt cái quạt này đi,close_fan
tắt cái quạt này giùm tôi,close_fan
tắt quạt đi hộ cái,close_fan
cho quạt ngừng lại đi,close_fan
ngắt quạt cho tôi với,close_fan
dừng quạt lại ngay đi,close_fan
hãy tắt quạt,close_fan
bật đèn,turn_on_lights
mở đèn,turn_on_lights
bật đèn lên,turn_on_lights
mở đèn lên,turn_on_lights
bật điện,turn_on_lights
mở điện,turn_on_lights
bật đèn đi,turn_on_lights
mở đèn đi,turn_on_lights
bật đèn ngay,turn_on_lights
mở đèn ngay,turn_on_lights
bật đèn giùm tôi,turn_on_lights
mở đèn giùm tôi,turn_on_lights
bật đèn giúp tôi,turn_on_lights
mở đèn giúp tôi,turn_on_lights
bật đèn với,turn_on_lights
mở đèn với,turn_on_lights
bật đèn nha,turn_on_lights
mở đèn nha,turn_on_lights
bật đèn nhé,turn_on_lights
mở đèn nhé,turn_on_lights
bật đèn đi nhé,turn_on_lights
mở đèn đi nhé,turn_on_lights
bật đèn ngay đi,turn_on_lights
mở đèn ngay đi,turn_on_lights
bật đèn cái đi,turn_on_lights
mở đèn cái đi,turn_on_lights
bật đèn luôn đi,turn_on_lights
mở đèn luôn đi,turn_on_lights
bật đèn nhanh lên,turn_on_lights
mở đèn nhanh lên,turn_on_lights
bật đèn sáng lên,turn_on_lights
mở đèn sáng lên,turn_on_lights
bật cái đèn lên,turn_on_lights
mở cái đèn lên,turn_on_lights
bật đèn gấp,turn_on_lights
mở đèn gấp,turn_on_lights
bật đèn ngay bây giờ,turn_on_lights
mở đèn ngay bây giờ,turn_on_lights
bật đèn nhanh nhé,turn_on_lights
mở đèn nhanh nhé,turn_on_lights
bật đèn liền,turn_on_lights
mở đèn liền,turn_on_lights
bật đèn bây giờ,turn_on_lights
mở đèn bây giờ,turn_on_lights
bật đèn luôn,turn_on_lights
bật đèn ngay lập tức,turn_on_lights
mở đèn ngay lập tức,turn_on_lights
bật đèn đi nào,turn_on_lights
mở đèn đi nào,turn_on_lights
bật đèn cho tôi,turn_on_lights
mở đèn cho tôi,turn_on_lights
bật đèn ngay nhé,turn_on_lights
mở đèn ngay nhé,turn_on_lights
bật đèn nhanh nào,turn_on_lights
mở đèn nhanh nào,turn_on_lights
bật đèn cái coi,turn_on_lights
mở đèn cái coi,turn_on_lights
bật đèn cái nào,turn_on_lights
mở đèn cái nào,turn_on_lights
mở đèn hộ tôi,turn_on_lights
bật đèn đi bạn,turn_on_lights
mở đèn đi bạn,turn_on_lights
bật đèn ngay coi,turn_on_lights
mở đèn ngay coi,turn_on_lights
bật đèn cái đi nhé,turn_on_lights
mở đèn cái đi nhé,turn_on_lights
bật đèn cái ngay,turn_on_lights
mở đèn cái ngay,turn_on_lights
bật đèn nhanh cái,turn_on_lights
mở đèn nhanh cái,turn_on_lights
bật đèn luôn nhé,turn_on_lights
mở đèn luôn nhé,turn_on_lights
bật đèn bây giờ đi,turn_on_lights
mở đèn bây giờ đi,turn_on_lights
bật đèn giùm cái,turn_on_lights
mở đèn giùm cái,turn_on_lights
bật đèn hộ cái,turn_on_lights
mở đèn hộ cái,turn_on_lights
bật đèn lên đi,turn_on_lights
mở đèn lên đi,turn_on_lights
bật đèn ngay nào,turn_on_lights
mở đèn ngay nào,turn_on_lights
bật đèn sáng cái,turn_on_lights
mở đèn sáng cái,turn_on_lights
bật đèn giúp cái,turn_on_lights
mở đèn giúp cái,turn_on_lights
bật đèn thử đi,turn_on_lights
mở đèn thử đi,turn_on_lights
bật đèn luôn nào,turn_on_lights
mở đèn luôn nào,turn_on_lights
bật đèn ngay đi nhé,turn_on_lights
mở đèn ngay đi nhé,turn_on_lights
bật đèn ngay đi nào,turn_on_lights
mở đèn ngay đi nào,turn_on_lights
bật đèn liền cái,turn_on_lights
mở đèn liền cái,turn_on_lights
bật đèn ngay đi em,turn_on_lights
mở đèn ngay đi em,turn_on_lights
bật đèn ngay đi anh,turn_on_lights
mở đèn ngay đi anh,turn_on_lights
bật đèn ngay đi bạn,turn_on_lights
mở đèn ngay đi bạn,turn_on_lights
bật đèn giúp tôi đi,turn_on_lights
mở đèn giúp tôi đi,turn_on_lights
bật đèn hộ tôi đi,turn_on_lights
mở đèn hộ tôi đi,turn_on_lights
bật đèn ngay lập tức nhé,turn_on_lights
mở đèn ngay lập tức nhé,turn_on_lights
bật đèn sáng liền,turn_on_lights
mở đèn sáng liền,turn_on_lights
bật đèn ngay với,turn_on_lights
mở đèn ngay với,turn_on_lights
bật đèn lên nhé,turn_on_lights
mở đèn lên nhé,turn_on_lights
bật đèn đi thôi,turn_on_lights
mở đèn đi thôi,turn_on_lights
bật đèn nào,turn_on_lights
mở đèn nào,turn_on_lights
bật đèn đi bạn nhé,turn_on_lights
mở đèn đi bạn nhé,turn_on_lights
bật đèn sáng cái nào,turn_on_lights
mở đèn sáng cái nào,turn_on_lights
bật đèn giúp em,turn_on_lights
mở đèn giúp em,turn_on_lights
bật đèn giúp anh,turn_on_lights
mở đèn giúp anh,turn_on_lights
bật đèn giúp bạn,turn_on_lights
mở đèn giúp bạn,turn_on_lights
bật đèn liền nhé,turn_on_lights
mở đèn liền nhé,turn_on_lights
bật đèn liền ngay,turn_on_lights
mở đèn liền ngay,turn_on_lights
bật đèn thử xem,turn_on_lights
mở đèn thử xem,turn_on_lights
bật đèn ngay thôi,turn_on_lights
mở đèn ngay thôi,turn_on_lights
bật đèn đi liền,turn_on_lights
mở đèn đi liền,turn_on_lights
bật đèn đi ngay nhé,turn_on_lights
mở đèn đi ngay nhé,turn_on_lights
bật đèn sáng liền đi,turn_on_lights
mở đèn sáng liền đi,turn_on_lights
bật đèn sáng luôn,turn_on_lights
mở đèn sáng luôn,turn_on_lights
bật đèn ngay luôn,turn_on_lights
mở đèn ngay luôn,turn_on_lights
bật đèn giúp đi,turn_on_lights
mở đèn giúp đi,turn_on_lights
bật đèn hộ đi,turn_on_lights
mở đèn hộ đi,turn_on_lights
bật đèn nhanh đi,turn_on_lights
mở đèn nhanh đi,turn_on_lights
bật đèn luôn đi nào,turn_on_lights
mở đèn luôn đi nào,turn_on_lights
bật đèn liền ngay bây giờ,turn_on_lights
mở đèn liền ngay bây giờ,turn_on_lights
tắt đèn,turn_off_lights
tắt đèn đi,turn_off_lights
tắt đèn ngay,turn_off_lights
tắt hết đèn,turn_off_lights
tắt toàn bộ đèn,turn_off_lights
tắt tất cả đèn,turn_off_lights
tắt mọi đèn,turn_off_lights
tắt đèn xuống,turn_off_lights
tắt đèn đi thôi,turn_off_lights
tắt đèn ngay lập tức,turn_off_lights
tắt đèn với,turn_off_lights
tắt đèn cái,turn_off_lights
tắt đèn liền,turn_off_lights
tắt đèn đi nhé,turn_off_lights
tắt đèn đi nào,turn_off_lights
tắt đèn một chút,turn_off_lights
tắt đèn ngay đi,turn_off_lights
tắt hết đèn đi,turn_off_lights
tắt toàn bộ đèn đi,turn_off_lights
tắt tất cả đèn đi,turn_off_lights
tắt mọi đèn đi,turn_off_lights
tắt toàn bộ ánh sáng đi,turn_off_lights
tắt đèn với nhé,turn_off_lights
tắt đèn đi với,turn_off_lights
tắt đèn ngay nha,turn_off_lights
tắt đèn ngay đi nhé,turn_off_lights
tắt đèn đi hộ,turn_off_lights
tắt đèn đi giùm,turn_off_lights
tắt đèn ngay hộ,turn_off_lights
tắt đèn ngay giùm,turn_off_lights
tắt đèn liền đi,turn_off_lights
tắt đèn ngay thôi,turn_off_lights
tắt đèn đi ngay,turn_off_lights
tắt hết đèn ngay,turn_off_lights
tắt đèn bây giờ,turn_off_lights
tắt đèn lúc này,turn_off_lights
tắt đèn đi bây giờ,turn_off_lights
tắt đèn đi luôn,turn_off_lights
tắt hết đèn đi luôn,turn_off_lights
tắt toàn bộ đèn ngay,turn_off_lights
tắt tất cả đèn luôn,turn_off_lights
tắt đèn luôn,turn_off_lights
tắt đèn đi liền,turn_off_lights
tắt đèn ngay và luôn,turn_off_lights
tắt đèn đi ngay và luôn,turn_off_lights
tắt đèn giùm cái,turn_off_lights
tắt đèn hộ cái,turn_off_lights
tắt đèn ngay cái,turn_off_lights
tắt đèn liền cái,turn_off_lights
tắt đèn cái đi,turn_off_lights
tắt đèn đi cái,turn_off_lights
tắt đèn đi một cái,turn_off_lights
tắt đèn luôn nha,turn_off_lights
tắt đèn liền nha,turn_off_lights
tắt đèn ngay luôn,turn_off_lights
tắt đèn giùm luôn,turn_off_lights
tắt đèn hộ luôn,turn_off_lights
tắt đèn đi luôn nhé,turn_off_lights
tắt đèn bây giờ nhé,turn_off_lights
tắt đèn đi nhanh,turn_off_lights
tắt đèn ngay đi nào,turn_off_lights
tắt đèn liền đi nào,turn_off_lights
tắt đèn đi ngay nào,turn_off_lights
tắt đèn hết đi,turn_off_lights
tắt đèn đi hết,turn_off_lights
tắt đèn tắt hết,turn_off_lights
tắt đèn đi hết đi,turn_off_lights
tắt đèn đi toàn bộ,turn_off_lights
tắt đèn đi tất cả,turn_off_lights
tắt đèn hết luôn,turn_off_lights
tắt ánh sáng hết,turn_off_lights
tắt đèn hết đi luôn,turn_off_lights
tắt đèn toàn bộ luôn,turn_off_lights
tắt đèn tất cả luôn,turn_off_lights
tắt hết tất cả đèn,turn_off_lights
tắt đèn đi hết tất cả,turn_off_lights
tắt đèn ngay hết,turn_off_lights
tắt đèn đi hết sạch,turn_off_lights
tắt đèn liền hết,turn_off_lights
tắt đèn hết đi ngay,turn_off_lights
tắt hết toàn bộ ánh sáng,turn_off_lights
tắt ánh sáng liền,turn_off_lights
tắt ánh sáng ngay,turn_off_lights
tắt ánh sáng đi ngay,turn_off_lights
tắt ánh sáng hết luôn,turn_off_lights
tắt ánh sáng tất cả,turn_off_lights
tắt ánh sáng toàn bộ,turn_off_lights
tắt ánh sáng đi hết,turn_off_lights
tắt đèn giúp tôi,turn_off_lights
tắt đèn giùm tôi,turn_off_lights
tắt đèn hộ tôi,turn_off_lights
tắt đèn cho tôi,turn_off_lights
tắt đèn cho tôi với,turn_off_lights
tắt đèn cho tôi ngay,turn_off_lights
tắt đèn ngay cho tôi,turn_off_lights
tắt đèn giúp tôi ngay,turn_off_lights
tắt đèn hộ tôi ngay,turn_off_lights
tắt đèn đi cho tôi,turn_off_lights
tắt đèn đi giùm tôi,turn_off_lights
tắt đèn đi hộ tôi,turn_off_lights
tắt đèn giùm tôi nhé,turn_off_lights
tắt đèn hộ tôi nhé,turn_off_lights
tắt đèn đi cho tôi nhé,turn_off_lights
tắt đèn ngay giùm tôi,turn_off_lights
tắt đèn liền hộ tôi,turn_off_lights
tắt đèn cho tôi nha,turn_off_lights
tắt đèn cho tôi nhé,turn_off_lights
tắt đèn ngay giúp tôi,turn_off_lights
tắt đèn ngay giúp tôi nhé,turn_off_lights
tắt đèn ngay giúp tôi nha,turn_off_lights
tắt đèn ngay hộ tôi,turn_off_lights
tắt đèn giúp tôi đi,turn_off_lights
tắt đèn giùm tôi đi,turn_off_lights
tắt đèn hộ tôi đi,turn_off_lights
tắt đèn ngay đi cho tôi,turn_off_lights
tắt đèn luôn cho tôi,turn_off_lights
tắt đèn cho tôi liền,turn_off_lights
tắt đèn giúp tôi liền,turn_off_lights
tắt đèn hộ tôi liền,turn_off_lights
tắt đèn đi cho tôi liền,turn_off_lights
tắt đèn bây giờ cho tôi,turn_off_lights
tắt đèn cho tôi bây giờ,turn_off_lights
tắt đèn ngay cho tôi nhé,turn_off_lights
tắt đèn giùm tôi ngay nhé,turn_off_lights
tắt đèn hộ tôi ngay nhé,turn_off_lights
tắt đèn giúp tôi ngay nhé,turn_off_lights
tắt đèn cho tôi ngay nhé,turn_off_lights
tắt đèn đi cho tôi ngay,turn_off_lights
tắt đèn giùm tôi với,turn_off_lights
tắt đèn hộ tôi với,turn_off_lights
tắt đèn giúp tôi với,turn_off_lights
tắt đèn đi cùng tôi,turn_off_lights
tắt đèn ngay cho tôi nha,turn_off_lights
tắt đèn giùm tôi ngay nha,turn_off_lights
tắt đèn hộ tôi ngay nha,turn_off_lights
tắt đèn giúp tôi ngay nha,turn_off_lights
tắt đèn cho tôi ngay nha,turn_off_lights
tắt đèn đi cho tôi nha,turn_off_lights
tắt đèn ngay cho tôi luôn,turn_off_lights
tắt đèn giùm tôi luôn,turn_off_lights
tắt đèn hộ tôi luôn,turn_off_lights
tắt đèn giúp tôi luôn,turn_off_lights
tắt đèn đi cho tôi luôn,turn_off_lights
tắt đèn bây giờ cho tôi luôn,turn_off_lights
tắt đèn liền cho tôi,turn_off_lights
tắt đèn ngay lập tức cho tôi,turn_off_lights
tắt đèn đi ngay cho tôi,turn_off_lights
tắt đèn luôn cho tôi nhé,turn_off_lights
tắt đèn luôn cho tôi nha,turn_off_lights
tắt đèn hết cho tôi,turn_off_lights
tắt đèn hết cho tôi luôn,turn_off_lights
tắt đèn tất cả cho tôi,turn_off_lights
tắt đèn toàn bộ cho tôi,turn_off_lights
tắt ánh sáng cho tôi,turn_off_lights
tắt hết ánh sáng cho tôi,turn_off_lights
